#SAMPLE	HQ_HOM	HQ_HOM_RATE	HQ_HET	HQ_HET_RATE	CHARR	MEAN_REF_AB_HOM_ALT	HETEROZYGOSITY_RATE	INCONSISTENT_AB_HET_RATE
NA18966	1045661	1.00000	1565455	0.99955	0.00093	0.00029	0.59953	0.01085
HG03788	958315	1.00000	1641923	0.99953	0.00110	0.00037	0.63145	0.01196
HG02973	960546	1.00000	1547829	0.99943	0.00173	0.00065	0.61706	0.01360
HG00132	928954	1.00000	1602645	0.99955	0.00079	0.00025	0.63306	0.01215
HG01967	962078	1.00000	1570369	0.99946	0.00081	0.00026	0.62010	0.01316
NA18969	1050797	1.00000	1540683	0.99947	0.00099	0.00031	0.59452	0.01259
HG02787	977476	1.00000	1657378	0.99949	0.00165	0.00057	0.62902	0.01063
HG00365	921454	1.00000	1647835	0.99957	0.00089	0.00027	0.64136	0.01173
HG01486	912722	1.00000	1655635	0.99953	0.00095	0.00029	0.64463	0.01230
HG03451	981527	1.00000	1549993	0.99950	0.00178	0.00067	0.61228	0.01244
HG01673	919219	1.00000	1605156	0.99954	0.00095	0.00029	0.63586	0.01212
NA18907	985666	1.00000	1574259	0.99953	0.00088	0.00029	0.61496	0.01296
HG04182	927476	1.00000	1673473	0.99948	0.00212	0.00073	0.64341	0.01233
HG01761	910988	1.00000	1630089	0.99955	0.00098	0.00030	0.64150	0.01254
HG01438	944110	1.00000	1607047	0.99948	0.00089	0.00028	0.62993	0.01189
HG02798	991547	1.00000	1599161	0.99950	0.00136	0.00048	0.61727	0.01095
NA19904	908664	1.00000	1649704	0.99955	0.00076	0.00024	0.64483	0.01372
HG02763	1029352	1.00000	1534292	0.99949	0.00134	0.00047	0.59848	0.01108
NA20768	911486	1.00000	1606993	0.99953	0.00130	0.00040	0.63808	0.01275
NA19658	923567	1.00000	1677168	0.99956	0.00085	0.00027	0.64488	0.01199
HG00328	928014	1.00000	1591332	0.99952	0.00124	0.00038	0.63164	0.01247
HG00584	1051456	1.00000	1585007	0.99954	0.00114	0.00036	0.60119	0.01029
HG01393	856235	1.00000	1719044	0.99954	0.00081	0.00025	0.66752	0.01245
HG04186	958423	1.00000	1680744	0.99952	0.00116	0.00036	0.63685	0.01119
NA18615	1049338	1.00000	1545032	0.99951	0.00090	0.00028	0.59553	0.01250
NA19394	967700	1.00000	1606328	0.99956	0.00072	0.00024	0.62405	0.01238
NA20911	924292	1.00000	1651678	0.99954	0.00097	0.00030	0.64119	0.01256
HG02574	950080	1.00000	1574741	0.99948	0.00103	0.00035	0.62370	0.01328
HG03770	953675	1.00000	1609377	0.99952	0.00157	0.00055	0.62791	0.01270
HG03826	920748	1.00000	1651989	0.99937	0.00383	0.00144	0.64211	0.01342
HG03926	918538	1.00000	1666850	0.99951	0.00211	0.00076	0.64472	0.01309
HG04022	951950	1.00000	1680145	0.99951	0.00203	0.00071	0.63833	0.01099
NA20412	915716	1.00000	1722343	0.99957	0.00094	0.00031	0.65288	0.01087
HG02121	997437	1.00000	1540799	0.99944	0.00078	0.00025	0.60704	0.01456
NA19770	912384	1.00000	1675475	0.99953	0.00081	0.00025	0.64744	0.01290
HG03803	903119	1.00000	1627200	0.99949	0.00193	0.00065	0.64308	0.01366
HG01600	1046208	1.00000	1566601	0.99952	0.00090	0.00028	0.59958	0.01224
NA20803	933990	1.00000	1635810	0.99953	0.00087	0.00027	0.63655	0.01202
HG02879	982773	1.00000	1562353	0.99953	0.00091	0.00030	0.61386	0.01260
HG02541	923462	1.00000	1675764	0.99951	0.00093	0.00031	0.64472	0.01263
HG04235	952303	1.00000	1689206	0.99954	0.00118	0.00036	0.63949	0.01042
HG03790	938266	1.00000	1659077	0.99950	0.00097	0.00032	0.63876	0.01235
HG02727	944389	1.00000	1670610	0.99949	0.00344	0.00127	0.63886	0.01177
NA18629	1063545	1.00000	1586869	0.99952	0.00095	0.00030	0.59872	0.00969
HG03925	953219	1.00000	1713960	0.99951	0.00149	0.00051	0.64261	0.01080
HG03793	915633	1.00000	1632013	0.99949	0.00094	0.00029	0.64060	0.01304
HG02771	983060	1.00000	1562234	0.99953	0.00093	0.00031	0.61377	0.01230
HG03785	947648	1.00000	1605149	0.99954	0.00091	0.00028	0.62878	0.01248
NA18572	1069379	1.00000	1580578	0.99957	0.00107	0.00034	0.59645	0.00948
HG01672	918146	1.00000	1622106	0.99957	0.00093	0.00029	0.63856	0.01241
HG00331	926808	1.00000	1641732	0.99953	0.00108	0.00035	0.63917	0.01153
HG00731	901777	1.00000	1655455	0.99958	0.00097	0.00032	0.64736	0.01276
NA19023	975697	1.00000	1588323	0.99958	0.00105	0.00034	0.61947	0.01183
HG01509	896281	1.00000	1618611	0.99950	0.00094	0.00029	0.64361	0.01335
HG02006	875283	1.00000	1817917	0.99959	0.00097	0.00031	0.67500	0.01096
NA18971	1045849	1.00000	1539764	0.99949	0.00107	0.00034	0.59551	0.01208
NA21130	949187	1.00000	1630431	0.99954	0.00092	0.00029	0.63204	0.01254
HG02464	966781	1.00000	1519631	0.99949	0.00156	0.00058	0.61117	0.01360
HG00244	930073	1.00000	1654304	0.99951	0.00117	0.00036	0.64012	0.01111
HG02147	1075929	1.00000	1435635	0.99949	0.00087	0.00029	0.57161	0.01226
HG01927	1086759	1.00000	1447349	0.99949	0.00086	0.00028	0.57115	0.01172
HG01112	931150	1.00000	1639348	0.99953	0.00085	0.00027	0.63776	0.01204
NA20762	956211	1.00000	1655580	0.99962	0.00113	0.00036	0.63389	0.00810
HG02282	914754	1.00000	1692789	0.99958	0.00116	0.00038	0.64919	0.01132
HG02601	919622	1.00000	1668490	0.99951	0.00119	0.00040	0.64467	0.01309
HG01124	897393	1.00000	1731336	0.99954	0.00097	0.00030	0.65862	0.01159
HG01550	906138	1.00000	1670390	0.99951	0.00092	0.00028	0.64831	0.01285
HG04063	964695	1.00000	1625202	0.99950	0.00168	0.00058	0.62752	0.01230
NA20903	945921	1.00000	1679141	0.99955	0.00087	0.00027	0.63966	0.01119
HG02140	1042562	1.00000	1559488	0.99945	0.00078	0.00025	0.59933	0.01336
HG01800	1065155	1.00000	1483178	0.99943	0.00091	0.00029	0.58202	0.01323
HG02053	938513	1.00000	1598717	0.99953	0.00089	0.00031	0.63010	0.01332
NA18979	1053478	1.00000	1576982	0.99949	0.00101	0.00032	0.59951	0.01146
HG00419	1039287	1.00000	1552154	0.99950	0.00095	0.00031	0.59895	0.01215
HG01977	1006556	1.00000	1481492	0.99942	0.00109	0.00038	0.59544	0.01444
NA20847	925590	1.00000	1638027	0.99949	0.00113	0.00037	0.63895	0.01262
NA20513	912196	1.00000	1628904	0.99948	0.00148	0.00045	0.64102	0.01239
NA20355	914575	1.00000	1676919	0.99957	0.00134	0.00042	0.64709	0.01153
HG00622	1033380	1.00000	1526813	0.99947	0.00090	0.00028	0.59637	0.01356
HG02256	888806	1.00000	1674853	0.99953	0.00086	0.00029	0.65331	0.01285
NA21086	942974	1.00000	1708738	0.99956	0.00137	0.00041	0.64439	0.01006
HG02923	982284	1.00000	1561531	0.99946	0.00120	0.00042	0.61385	0.01264
NA18623	1039386	1.00000	1555746	0.99951	0.00127	0.00043	0.59949	0.01240
HG00308	920789	1.00000	1604128	0.99953	0.00113	0.00034	0.63532	0.01197
HG02131	1009645	1.00000	1590897	0.99948	0.00110	0.00034	0.61176	0.01319
HG03558	982268	1.00000	1562084	0.99951	0.00107	0.00037	0.61394	0.01316
HG02944	994162	1.00000	1591792	0.99955	0.00136	0.00049	0.61555	0.01062
HG03663	929670	1.00000	1682800	0.99956	0.00147	0.00051	0.64414	0.01186
NA19835	950269	1.00000	1721091	0.99956	0.00112	0.00038	0.64428	0.00972
HG03300	992891	1.00000	1559032	0.99950	0.00196	0.00072	0.61092	0.01279
HG02583	1018161	1.00000	1591439	0.99951	0.00166	0.00061	0.60984	0.01051
HG02725	956799	1.00000	1676751	0.99952	0.00124	0.00040	0.63669	0.01103
NA19713	895394	1.00000	1703996	0.99956	0.00092	0.00029	0.65554	0.01229
HG01104	890419	1.00000	1691911	0.99953	0.00085	0.00026	0.65519	0.01354
HG03301	982084	1.00000	1568999	0.99946	0.00130	0.00047	0.61503	0.01282
HG03702	928239	1.00000	1718656	0.99952	0.00092	0.00029	0.64931	0.01195
NA20795	927880	1.00000	1647473	0.99954	0.00102	0.00032	0.63971	0.01179
HG02971	971276	1.00000	1564502	0.99946	0.00130	0.00046	0.61697	0.01279
NA19749	898591	1.00000	1626148	0.99955	0.00081	0.00025	0.64409	0.01350
HG00271	934592	1.00000	1653681	0.99956	0.00096	0.00030	0.63891	0.01094
HG02182	1054319	1.00000	1539207	0.99940	0.00227	0.00086	0.59348	0.01205
HG02597	934558	1.00000	1653066	0.99953	0.00107	0.00035	0.63884	0.01240
HG00263	906148	1.00000	1592316	0.99952	0.00094	0.00029	0.63732	0.01310
HG01953	1078120	1.00000	1462421	0.99946	0.00107	0.00036	0.57563	0.01163
NA12005	904108	1.00000	1581597	0.99955	0.00097	0.00030	0.63628	0.01259
HG03875	1001206	1.00000	1614452	0.99944	0.00472	0.00183	0.61723	0.01103
NA12383	933616	1.00000	1638711	0.99957	0.00080	0.00026	0.63705	0.01191
HG02060	1039148	1.00000	1533102	0.99951	0.00077	0.00025	0.59602	0.01188
HG01088	884893	1.00000	1757954	0.99957	0.00093	0.00028	0.66517	0.01087
NA19429	967732	1.00000	1608486	0.99952	0.00071	0.00023	0.62436	0.01263
NA19913	926136	1.00000	1641235	0.99954	0.00073	0.00024	0.63927	0.01281
HG00556	1008612	1.00000	1488332	0.99945	0.00082	0.00026	0.59606	0.01384
NA19451	988555	1.00000	1599328	0.99948	0.00080	0.00026	0.61801	0.01263
NA20540	907510	1.00000	1611191	0.99952	0.00137	0.00043	0.63969	0.01232
HG01932	1031564	1.00000	1504608	0.99950	0.00081	0.00026	0.59326	0.01306
HG04164	944866	1.00000	1733203	0.99948	0.00344	0.00126	0.64718	0.00990
NA07357	906117	1.00000	1588175	0.99953	0.00093	0.00029	0.63672	0.01293
NA19461	980084	1.00000	1608403	0.99957	0.00072	0.00024	0.62137	0.01173
NA20884	931971	1.00000	1629408	0.99955	0.00137	0.00041	0.63614	0.01263
HG03006	950072	1.00000	1736617	0.99956	0.00137	0.00043	0.64638	0.00985
HG00651	1051592	1.00000	1544443	0.99950	0.00082	0.00026	0.59492	0.01198
NA21124	927133	1.00000	1665109	0.99950	0.00109	0.00034	0.64234	0.01210
HG02768	996776	1.00000	1587179	0.99946	0.00285	0.00108	0.61424	0.01154
NA19095	970773	1.00000	1516253	0.99950	0.00084	0.00028	0.60967	0.01279
NA18608	1031087	1.00000	1534642	0.99947	0.00113	0.00037	0.59813	0.01202
NA21100	920739	1.00000	1617413	0.99947	0.00139	0.00042	0.63724	0.01313
HG03166	985878	1.00000	1541217	0.99955	0.00140	0.00050	0.60988	0.01249
HG02396	1050516	1.00000	1521102	0.99952	0.00093	0.00031	0.59150	0.01196
HG01873	1043465	1.00000	1540948	0.99956	0.00089	0.00029	0.59625	0.01178
HG03965	953949	1.00000	1683957	0.99949	0.00297	0.00108	0.63837	0.01103
HG01107	893388	1.00000	1758328	0.99955	0.00078	0.00024	0.66309	0.01200
HG01802	1034310	1.00000	1568515	0.99949	0.00091	0.00029	0.60262	0.01263
HG02555	958755	1.00000	1652895	0.99954	0.00082	0.00027	0.63289	0.01192
NA12776	918745	1.00000	1657431	0.99952	0.00107	0.00035	0.64337	0.01125
HG03636	919986	1.00000	1679702	0.99950	0.00170	0.00054	0.64612	0.01169
NA19088	1051791	1.00000	1550386	0.99950	0.00116	0.00036	0.59580	0.01131
HG00140	923874	1.00000	1633532	0.99952	0.00077	0.00024	0.63875	0.01272
NA18609	1044062	1.00000	1554894	0.99956	0.00108	0.00034	0.59828	0.01177
NA12748	919713	1.00000	1659060	0.99955	0.00098	0.00031	0.64335	0.01262
NA07000	925973	1.00000	1664269	0.99956	0.00100	0.00031	0.64251	0.01037
NA19026	955298	1.00000	1571292	0.99952	0.00142	0.00045	0.62190	0.01358
HG01111	865164	1.00000	1673836	0.99954	0.00110	0.00033	0.65925	0.01366
NA19009	1059474	1.00000	1571673	0.99952	0.00131	0.00043	0.59733	0.01099
NA20508	912677	1.00000	1602448	0.99952	0.00133	0.00041	0.63712	0.01251
HG02088	1046659	1.00000	1559758	0.99947	0.00080	0.00025	0.59843	0.01228
NA18622	1038923	1.00000	1550179	0.99955	0.00089	0.00028	0.59873	0.01112
HG02512	1064715	1.00000	1521701	0.99945	0.00086	0.00028	0.58834	0.01262
HG03100	994654	1.00000	1569711	0.99951	0.00169	0.00064	0.61212	0.01191
HG04216	957596	1.00000	1690500	0.99953	0.00172	0.00058	0.63838	0.01140
HG02397	1032812	1.00000	1504966	0.99948	0.00078	0.00025	0.59303	0.01552
HG03684	966946	1.00000	1641430	0.99953	0.00107	0.00036	0.62929	0.01266
HG00313	939276	1.00000	1649307	0.99948	0.00110	0.00034	0.63715	0.01120
HG02733	920891	1.00000	1673312	0.99942	0.00373	0.00138	0.64502	0.01247
NA21141	959448	1.00000	1659605	0.99948	0.00126	0.00039	0.63367	0.01149
HG02399	1024500	1.00000	1532048	0.99951	0.00076	0.00025	0.59926	0.01375
NA20904	923847	1.00000	1725714	0.99957	0.00088	0.00027	0.65132	0.01026
HG01746	927615	1.00000	1646360	0.99959	0.00089	0.00028	0.63962	0.01150
HG03114	979198	1.00000	1544480	0.99949	0.00134	0.00046	0.61200	0.01314
HG02113	1028016	1.00000	1528881	0.99950	0.00086	0.00029	0.59794	0.01287
NA19143	970226	1.00000	1551507	0.99957	0.00079	0.00026	0.61525	0.01285
HG02600	941941	1.00000	1697705	0.99949	0.00198	0.00070	0.64316	0.01195
NA19676	909271	1.00000	1671687	0.99953	0.00086	0.00027	0.64770	0.01332
NA21115	954745	1.00000	1689383	0.99962	0.00101	0.00032	0.63892	0.00920
HG00367	915994	1.00000	1636379	0.99953	0.00140	0.00042	0.64112	0.01188
NA18908	978599	1.00000	1566877	0.99950	0.00070	0.00024	0.61555	0.01366
HG02284	914123	1.00000	1666037	0.99955	0.00099	0.00032	0.64571	0.01215
NA19078	1061243	1.00000	1533284	0.99951	0.00146	0.00045	0.59097	0.01156
NA20281	907223	1.00000	1637874	0.99949	0.00086	0.00027	0.64354	0.01343
HG01866	1039953	1.00000	1535214	0.99948	0.00095	0.00030	0.59616	0.01268
NA19390	965751	1.00000	1573580	0.99951	0.00104	0.00034	0.61968	0.01280
HG00378	941448	1.00000	1625025	0.99954	0.00118	0.00036	0.63317	0.01099
HG01813	1052722	1.00000	1537470	0.99952	0.00205	0.00073	0.59357	0.01120
HG03074	974242	1.00000	1532448	0.99945	0.00106	0.00035	0.61134	0.01349
HG00366	897997	1.00000	1574783	0.99948	0.00133	0.00045	0.63685	0.01336
NA20289	938183	1.00000	1706744	0.99958	0.00083	0.00027	0.64529	0.01090
HG02981	968491	1.00000	1571802	0.99952	0.00147	0.00054	0.61875	0.01286
HG01670	916220	1.00000	1588793	0.99949	0.00097	0.00031	0.63425	0.01358
NA19379	977676	1.00000	1614147	0.99947	0.00085	0.00028	0.62278	0.01174
NA19171	959510	1.00000	1527024	0.99953	0.00112	0.00039	0.61412	0.01351
NA20759	928165	1.00000	1658449	0.99949	0.00145	0.00049	0.64117	0.01269
HG01125	908135	1.00000	1717023	0.99954	0.00116	0.00036	0.65406	0.01202
NA20532	907393	1.00000	1614593	0.99953	0.00141	0.00043	0.64021	0.01300
NA19077	1042049	1.00000	1544244	0.99949	0.00094	0.00030	0.59709	0.01251
NA19794	945605	1.00000	1664879	0.99955	0.00088	0.00028	0.63777	0.01089
HG02075	1023965	1.00000	1570885	0.99950	0.00080	0.00025	0.60539	0.01255
HG02646	977873	1.00000	1574410	0.99950	0.00091	0.00031	0.61686	0.01253
NA07048	928099	1.00000	1633864	0.99949	0.00097	0.00031	0.63774	0.01253
NA19043	987089	1.00000	1617980	0.99954	0.00125	0.00040	0.62109	0.01042
NA19004	1042897	1.00000	1538665	0.99951	0.00105	0.00033	0.59602	0.01231
NA19377	975751	1.00000	1601129	0.99954	0.00078	0.00026	0.62134	0.01192
NA19019	993976	1.00000	1602034	0.99956	0.00093	0.00031	0.61711	0.01173
HG03858	1001470	1.00000	1535004	0.99929	0.00374	0.00141	0.60517	0.01411
HG03911	951577	1.00000	1675653	0.99955	0.00134	0.00045	0.63780	0.01231
HG03898	994662	1.00000	1613091	0.99930	0.00718	0.00286	0.61858	0.01132
HG01064	891698	1.00000	1721346	0.99948	0.00087	0.00027	0.65875	0.01227
NA19374	988186	1.00000	1665582	0.99971	0.00101	0.00033	0.62763	0.00751
HG00242	938083	1.00000	1668659	0.99952	0.00128	0.00040	0.64013	0.01052
HG03752	972002	1.00000	1578427	0.99952	0.00091	0.00029	0.61889	0.01295
NA12156	942411	1.00000	1656850	0.99955	0.00096	0.00030	0.63743	0.01126
HG02577	944480	1.00000	1702434	0.99955	0.00136	0.00045	0.64318	0.01128
HG02891	967850	1.00000	1580853	0.99952	0.00092	0.00031	0.62026	0.01204
NA20775	925528	1.00000	1652337	0.99955	0.00088	0.00027	0.64097	0.01160
NA19661	924575	1.00000	1657340	0.99949	0.00107	0.00035	0.64190	0.01296
NA19185	992404	1.00000	1610720	0.99949	0.00084	0.00028	0.61876	0.01138
HG01950	1018150	1.00000	1490143	0.99943	0.00091	0.00030	0.59409	0.01350
HG02645	976597	1.00000	1576534	0.99955	0.00099	0.00034	0.61749	0.01187
NA12815	942562	1.00000	1648203	0.99949	0.00100	0.00031	0.63618	0.01152
NA18596	1031733	1.00000	1500449	0.99944	0.00132	0.00044	0.59255	0.01359
HG02484	934222	1.00000	1665097	0.99954	0.00105	0.00036	0.64059	0.01183
HG02476	936186	1.00000	1688342	0.99952	0.00264	0.00101	0.64329	0.01150
NA20773	924672	1.00000	1617073	0.99954	0.00092	0.00029	0.63621	0.01182
HG02462	977015	1.00000	1608896	0.99952	0.00127	0.00046	0.62218	0.01209
HG03940	930820	1.00000	1635293	0.99956	0.00099	0.00031	0.63726	0.01325
HG00559	1049094	1.00000	1534926	0.99947	0.00081	0.00026	0.59401	0.01347
HG01345	908962	1.00000	1698296	0.99951	0.00086	0.00027	0.65137	0.01224
HG01052	877272	1.00000	1746673	0.99950	0.00108	0.00033	0.66567	0.01250
HG01459	904418	1.00000	1693567	0.99951	0.00093	0.00028	0.65188	0.01275
HG01773	901070	1.00000	1630703	0.99953	0.00098	0.00030	0.64410	0.01274
NA19038	981448	1.00000	1596083	0.99947	0.00107	0.00035	0.61923	0.01210
HG02122	1032998	1.00000	1559150	0.99943	0.00081	0.00026	0.60149	0.01305
NA19027	983032	1.00000	1612909	0.99955	0.00099	0.00032	0.62132	0.01102
HG00698	1064562	1.00000	1565906	0.99949	0.00088	0.00028	0.59530	0.01091
HG01880	850512	1.00000	1773313	0.99955	0.00082	0.00026	0.67585	0.01282
HG00421	1058412	1.00000	1527011	0.99943	0.00095	0.00030	0.59062	0.01256
HG03919	947736	1.00000	1716805	0.99955	0.00191	0.00065	0.64432	0.00961
NA18526	1053832	1.00000	1562228	0.99952	0.00095	0.00030	0.59717	0.01190
HG02190	1035457	1.00000	1563036	0.99945	0.00084	0.00027	0.60152	0.01322
NA18511	999830	1.00000	1621632	0.99951	0.00092	0.00031	0.61860	0.01080
HG04155	946856	1.00000	1693541	0.99947	0.00308	0.00113	0.64140	0.01179
HG04212	980366	1.00000	1647646	0.99954	0.00271	0.00099	0.62696	0.00971
NA12489	928219	1.00000	1616427	0.99954	0.00087	0.00027	0.63523	0.01236
NA21113	934183	1.00000	1634183	0.99959	0.00089	0.00028	0.63627	0.01291
NA19207	990678	1.00000	1590068	0.99946	0.00192	0.00074	0.61613	0.01219
HG00381	937887	1.00000	1621235	0.99959	0.00089	0.00028	0.63351	0.01106
HG01134	914750	1.00000	1719560	0.99952	0.00093	0.00029	0.65276	0.01078
HG03168	987514	1.00000	1575130	0.99958	0.00103	0.00035	0.61465	0.01099
HG04239	902296	1.00000	1654463	0.99950	0.00120	0.00036	0.64709	0.01350
HG04098	930428	1.00000	1687778	0.99950	0.00242	0.00086	0.64463	0.01153
HG03646	926119	1.00000	1656903	0.99959	0.00160	0.00050	0.64146	0.01162
HG03452	1000273	1.00000	1604089	0.99950	0.00136	0.00047	0.61592	0.01005
HG02299	1054952	1.00000	1451780	0.99945	0.00102	0.00034	0.57915	0.01272
NA11920	927288	1.00000	1618508	0.99949	0.00125	0.00043	0.63576	0.01345
NA19042	981091	1.00000	1637470	0.99958	0.00107	0.00035	0.62533	0.00991
HG02799	964863	1.00000	1564914	0.99952	0.00140	0.00048	0.61860	0.01285
NA19190	1008482	1.00000	1608574	0.99954	0.00086	0.00028	0.61465	0.01060
HG00740	901031	1.00000	1714780	0.99957	0.00085	0.00026	0.65554	0.01262
HG01841	1039981	1.00000	1535204	0.99953	0.00093	0.00030	0.59615	0.01221
HG04075	964380	1.00000	1643889	0.99951	0.00238	0.00084	0.63026	0.01162
HG02786	964762	1.00000	1657121	0.99955	0.00134	0.00043	0.63203	0.01088
NA18740	1050846	1.00000	1550577	0.99942	0.00128	0.00042	0.59605	0.01255
HG03896	1009647	1.00000	1490260	0.99943	0.00264	0.00100	0.59613	0.01321
HG02554	961256	1.00000	1667846	0.99948	0.00116	0.00041	0.63438	0.01154
NA19446	981481	1.00000	1596233	0.99955	0.00082	0.00028	0.61924	0.01250
NA19740	982832	1.00000	1567149	0.99947	0.00083	0.00027	0.61457	0.01348
HG02789	895388	1.00000	1598982	0.99918	0.00103	0.00032	0.64104	0.02164
HG02215	930975	1.00000	1611490	0.99956	0.00094	0.00030	0.63383	0.01113
HG03066	985127	1.00000	1578862	0.99954	0.00071	0.00024	0.61578	0.01191
NA18967	1056208	1.00000	1552707	0.99949	0.00107	0.00034	0.59515	0.01171
HG03817	966811	1.00000	1651524	0.99945	0.00312	0.00116	0.63075	0.01156
NA20856	924119	1.00000	1674007	0.99950	0.00152	0.00052	0.64431	0.01239
HG02330	924319	1.00000	1631385	0.99949	0.00108	0.00035	0.63833	0.01393
HG02332	949665	1.00000	1639869	0.99959	0.00114	0.00037	0.63327	0.01123
NA12003	926784	1.00000	1655353	0.99950	0.00097	0.00031	0.64108	0.01085
NA20861	945482	1.00000	1624793	0.99955	0.00081	0.00025	0.63215	0.01335
HG03235	942741	1.00000	1718456	0.99960	0.00130	0.00043	0.64575	0.01081
HG00103	931112	1.00000	1619231	0.99960	0.00084	0.00026	0.63491	0.01170
HG02455	935307	1.00000	1660308	0.99951	0.00211	0.00078	0.63966	0.01166
HG04025	997720	1.00000	1617831	0.99955	0.00210	0.00076	0.61854	0.01046
HG02025	1042233	1.00000	1531184	0.99955	0.00084	0.00027	0.59500	0.01266
HG01632	915551	1.00000	1600474	0.99956	0.00090	0.00028	0.63611	0.01293
HG00282	919599	1.00000	1637167	0.99955	0.00086	0.00027	0.64033	0.01247
HG03998	934934	1.00000	1699284	0.99957	0.00215	0.00076	0.64508	0.01147
HG02151	1039481	1.00000	1544197	0.99949	0.00094	0.00030	0.59767	0.01228
HG00356	939451	1.00000	1626944	0.99954	0.00105	0.00035	0.63394	0.01188
NA18977	1031947	1.00000	1555050	0.99950	0.00088	0.00028	0.60110	0.01214
HG02274	934809	1.00000	1737731	0.99956	0.00083	0.00026	0.65022	0.01126
NA20539	902686	1.00000	1609922	0.99955	0.00151	0.00047	0.64074	0.01303
NA19223	1000257	1.00000	1578028	0.99955	0.00085	0.00028	0.61205	0.01131
NA21091	943505	1.00000	1656629	0.99956	0.00093	0.00029	0.63713	0.01186
HG02485	891823	1.00000	1691724	0.99951	0.00193	0.00072	0.65481	0.01326
NA18757	1000155	1.00000	1508698	0.99945	0.00074	0.00023	0.60135	0.01445
HG01248	926834	1.00000	1746073	0.99953	0.00094	0.00029	0.65325	0.00926
NA11933	909817	1.00000	1637945	0.99956	0.00086	0.00026	0.64290	0.01252
HG01284	891770	1.00000	1700610	0.99949	0.00103	0.00033	0.65600	0.01269
HG03159	989986	1.00000	1581849	0.99950	0.00185	0.00067	0.61507	0.01163
NA18537	1033217	1.00000	1551819	0.99943	0.00097	0.00031	0.60031	0.01233
NA20756	919957	1.00000	1615591	0.99952	0.00092	0.00029	0.63718	0.01262
HG01889	939803	1.00000	1560269	0.99945	0.00074	0.00024	0.62409	0.01402
HG00288	911888	1.00000	1607931	0.99955	0.00129	0.00040	0.63811	0.01200
NA20910	949069	1.00000	1665986	0.99957	0.00092	0.00029	0.63707	0.01152
HG03193	972877	1.00000	1603682	0.99947	0.00155	0.00056	0.62241	0.01292
NA19430	973427	1.00000	1611689	0.99952	0.00085	0.00028	0.62345	0.01270
NA20867	950562	1.00000	1654722	0.99957	0.00090	0.00028	0.63514	0.01197
HG02941	975316	1.00000	1575529	0.99947	0.00094	0.00031	0.61765	0.01257
HG03007	927029	1.00000	1632745	0.99954	0.00290	0.00099	0.63785	0.01217
HG02141	1032074	1.00000	1554067	0.99946	0.00118	0.00041	0.60092	0.01350
NA18946	1012962	1.00000	1498552	0.99947	0.00118	0.00037	0.59667	0.01369
HG02481	952456	1.00000	1630236	0.99953	0.00111	0.00039	0.63122	0.01171
HG00442	1051974	1.00000	1546607	0.99952	0.00089	0.00028	0.59517	0.01159
NA18593	1044698	1.00000	1541297	0.99950	0.00100	0.00033	0.59602	0.01259
HG02271	1115296	1.00000	1379944	0.99947	0.00125	0.00043	0.55303	0.01224
NA18630	1075265	1.00000	1568204	0.99955	0.00104	0.00034	0.59324	0.00983
NA20786	928305	1.00000	1638389	0.99955	0.00101	0.00032	0.63833	0.01162
HG01846	1021421	1.00000	1531075	0.99948	0.00097	0.00031	0.59983	0.01297
NA18909	970683	1.00000	1581332	0.99952	0.00069	0.00023	0.61964	0.01275
NA18981	1014538	1.00000	1480796	0.99947	0.00089	0.00028	0.59343	0.01415
HG01577	913195	1.00000	1685095	0.99956	0.00098	0.00030	0.64854	0.01180
HG00139	934172	1.00000	1631322	0.99958	0.00090	0.00028	0.63587	0.01101
NA18747	1042689	1.00000	1536718	0.99954	0.00081	0.00026	0.59576	0.01228
HG00956	1044947	1.00000	1545265	0.99950	0.00098	0.00031	0.59658	0.01233
HG03950	928261	1.00000	1667418	0.99955	0.00087	0.00027	0.64238	0.01195
NA20875	951635	1.00000	1679085	0.99955	0.00105	0.00032	0.63826	0.01032
HG03172	984149	1.00000	1558870	0.99947	0.00163	0.00060	0.61300	0.01298
HG03863	941517	1.00000	1633755	0.99952	0.00194	0.00070	0.63440	0.01265
NA18620	1058405	1.00000	1553750	0.99954	0.00090	0.00029	0.59482	0.01160
NA19149	985773	1.00000	1545753	0.99954	0.00078	0.00025	0.61060	0.01288
HG02810	1008191	1.00000	1505467	0.99944	0.00105	0.00036	0.59891	0.01389
NA20774	920197	1.00000	1638943	0.99953	0.00089	0.00028	0.64043	0.01179
HG02790	940395	1.00000	1626410	0.99951	0.00105	0.00033	0.63363	0.01230
HG03511	993617	1.00000	1580587	0.99953	0.00084	0.00029	0.61401	0.01203
HG03539	954024	1.00000	1590740	0.99958	0.00080	0.00026	0.62510	0.01227
HG03195	985745	1.00000	1556624	0.99953	0.00126	0.00045	0.61227	0.01259
HG02769	1002721	1.00000	1585769	0.99955	0.00158	0.00057	0.61262	0.01076
HG01516	932563	1.00000	1608192	0.99951	0.00093	0.00029	0.63296	0.01198
HG00690	1023727	1.00000	1506908	0.99950	0.00131	0.00041	0.59547	0.01279
HG03967	973091	1.00000	1605669	0.99942	0.00331	0.00123	0.62265	0.01178
HG01947	957482	1.00000	1576611	0.99950	0.00094	0.00031	0.62216	0.01347
HG00349	955257	1.00000	1630999	0.99954	0.00103	0.00031	0.63064	0.01100
